field_id,color_class,deltaW
1062,24,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1063,217,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1064,63,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;1 1 1 1 0
1065,222,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
1066,24,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1067,24,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;0 0 0 0 0
1068,24,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1069,273,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1070,22,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
1071,135,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1072,43,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1073,136,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 -1;0 0 0 0 0
1074,43,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 0;0 0 0 0 0
1075,24,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1076,24,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
1077,24,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
1078,152,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
1079,24,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
1080,22,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0
1081,63,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;1 1 1 0 1;1 1 1 1 0
1082,243,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 2 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1083,187,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 2 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
1084,187,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 2 0;0 0 0 0 0;0 0 0 0 0
1085,197,0 0 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;0 0 0 0 0
1086,238,0 0 0 0 0;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1087,45,0 0 0 0 0;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;1 1 1 1 0
1088,45,0 0 0 0 0;-1 0 -1 -1 -1;1 1 0 1 1;0 0 0 0 0;1 1 1 1 0
1089,56,0 0 0 0 0;-1 0 -1 -1 -1;1 1 0 1 1;1 1 1 0 1;-1 -1 -1 -1 0
1090,56,0 0 0 0 0;-1 0 -1 -1 -1;1 1 0 1 1;1 1 1 0 1;0 0 0 0 0
1091,179,0 0 0 0 0;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1092,137,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1093,24,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1094,24,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1095,273,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
1096,24,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1097,243,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1098,54,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 0;0 0 0 0 0
1099,544,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 2 -1;0 0 0 0 0;1 1 1 1 0
1100,545,0 0 0 0 0;-1 0 0 -1 -1;-1 -1 0 2 -1;1 1 1 0 4;-1 -1 -1 -1 0
1101,22,0 0 0 0 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1102,24,0 0 0 0 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
1103,61,0 0 0 0 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
1104,312,0 0 0 0 0;-1 0 0 -1 -1;1 1 0 4 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1105,546,0 0 0 0 0;-1 0 0 -1 -1;1 1 0 4 1;-1 -1 -1 0 2;0 0 0 0 0
1106,153,0 0 0 0 0;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1107,37,0 0 0 0 0;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1108,263,0 0 0 0 0;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1109,145,0 0 0 0 0;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1110,36,0 0 0 0 0;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1111,156,0 0 0 0 0;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1112,145,0 0 0 0 0;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1113,90,0 0 0 0 0;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1114,93,0 0 0 0 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1115,93,0 0 0 0 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1116,93,0 0 0 0 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
1117,161,0 0 0 0 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1118,119,0 0 0 0 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
1119,166,0 0 0 0 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
1120,93,0 0 0 0 0;-1 0 2 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
1121,213,0 0 0 0 0;-1 0 2 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;1 1 1 1 0
1122,392,0 0 0 0 0;-1 0 2 -1 -1;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
1123,547,0 0 0 0 0;-1 0 2 -1 -1;1 1 0 1 1;0 0 0 0 0;-1 -1 -1 -1 0
1124,548,0 0 0 0 0;-1 0 2 -1 -1;1 1 0 1 1;0 0 0 0 2;-1 -1 -1 -1 0
1125,668,0 0 0 0 0;-1 0 2 -1 -1;1 1 0 4 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1126,84,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1127,24,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1128,20,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1129,24,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1130,39,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1131,93,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1132,549,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;1 1 1 1 0
1133,24,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1134,22,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1135,273,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
1136,98,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1137,63,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;1 1 1 0 1;1 1 1 1 0
1138,100,0 0 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
1139,24,0 0 0 0 0;0 0 0 0 0;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1140,159,0 0 0 0 0;0 0 0 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1141,24,0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1142,22,0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
1143,22,0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
1144,24,0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0
1145,89,0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1146,56,0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 2;-1 -1 -1 -1 0
1147,98,0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1148,132,0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;2 2 2 0 5;-1 -1 -1 -1 0
1149,193,0 0 0 0 0;0 0 0 0 0;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1150,78,0 0 0 0 0;0 0 0 0 0;0 0 0 1 0;-1 -1 -1 0 -1;0 0 0 0 0
1151,243,0 0 0 0 0;0 0 0 0 0;0 0 0 2 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1152,124,0 0 0 0 0;0 0 0 0 0;0 0 0 2 0;-1 -1 -1 0 -1;0 0 0 0 0
1153,131,0 0 0 0 0;0 0 0 0 0;0 0 0 2 0;-1 -1 -1 0 -1;1 1 1 1 0
1154,187,0 0 0 0 0;0 0 0 0 0;0 0 0 2 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
1155,96,0 0 0 0 0;0 0 0 0 0;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1156,45,0 0 0 0 0;0 0 0 0 0;1 1 0 1 1;-1 -1 -1 0 -1;1 1 1 1 0
1157,56,0 0 0 0 0;0 0 0 0 0;1 1 0 1 1;1 1 1 0 1;-1 -1 -1 -1 0
1158,81,0 0 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1159,344,0 0 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1160,156,0 0 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1161,81,0 0 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1162,198,0 0 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1163,269,0 0 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1164,90,0 0 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1165,130,0 0 0 0 0;0 0 1 0 0;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1166,201,0 0 0 0 0;0 0 1 0 0;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1167,550,0 0 0 0 0;0 0 1 0 0;0 0 0 1 0;0 0 0 0 3;-1 -1 -1 -1 0
1168,93,0 0 0 0 0;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1169,25,0 0 0 0 0;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1170,551,0 0 0 0 0;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;1 1 1 1 0
1171,93,0 0 0 0 0;0 0 2 0 0;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1172,184,0 0 0 0 0;0 0 2 0 0;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
1173,392,0 0 0 0 0;0 0 2 0 0;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
1174,184,0 0 0 0 0;0 0 2 0 0;0 0 0 0 0;0 0 0 0 2;-1 -1 -1 -1 0
1175,67,0 0 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1176,67,0 0 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1177,97,0 0 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1178,67,0 0 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1179,67,0 0 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1180,97,0 0 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1181,432,0 0 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1182,167,0 0 0 0 0;0 0 3 0 0;-1 -1 0 1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1183,432,0 0 0 0 0;0 0 3 0 0;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1184,172,0 0 0 0 0;0 0 3 0 0;0 0 0 0 0;2 2 2 0 5;-1 -1 -1 -1 0
1185,306,0 0 0 0 0;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1186,60,0 0 0 0 0;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1187,60,0 0 0 0 0;1 0 1 1 1;-1 -1 0 -1 -1;0 0 0 0 0;1 1 1 1 0
1188,50,0 0 0 0 0;1 0 1 1 1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1189,50,0 0 0 0 0;1 0 1 1 1;-1 -1 0 -1 -1;1 1 1 0 1;0 0 0 0 0
1190,60,0 0 0 0 0;1 0 1 1 1;0 0 0 0 0;-1 -1 -1 0 -1;1 1 1 1 0
1191,50,0 0 0 0 0;1 0 1 1 1;0 0 0 0 0;1 1 1 0 1;-1 -1 -1 -1 0
1192,48,0 0 0 0 0;1 0 1 1 1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1193,48,0 0 0 0 0;1 0 1 1 1;1 1 0 1 1;-1 -1 -1 0 -1;0 0 0 0 0
1194,48,0 0 0 0 0;1 0 1 1 1;1 1 0 1 1;0 0 0 0 0;-1 -1 -1 -1 0
1195,216,0 0 0 0 0;1 0 2 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1196,196,0 0 0 0 0;1 0 2 1 1;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1197,88,0 0 0 0 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1198,88,0 0 0 0 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1199,382,0 0 0 0 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;0 0 0 0 0
1200,88,0 0 0 0 0;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1201,382,0 0 0 0 0;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
1202,552,0 0 0 0 0;1 0 4 1 1;-1 -1 0 2 -1;0 0 0 0 0;-1 -1 -1 -1 0
1203,239,0 0 0 0 0;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1204,79,0 0 0 0 0;2 0 5 2 2;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1205,208,0 0 0 0 0;2 0 5 2 2;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1206,203,0 0 1 0 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1207,331,0 0 1 0 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1208,343,0 0 1 0 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
1209,177,0 0 1 0 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1210,119,0 0 1 0 1;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1211,160,0 0 1 0 1;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 1;0 0 0 0 0
1212,203,0 0 1 0 1;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 3;0 0 0 0 0
1213,333,0 0 1 0 1;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1214,186,0 0 1 0 1;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1215,157,0 0 1 0 1;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1216,67,0 0 1 0 1;0 0 1 0 0;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1217,309,0 0 1 0 1;0 0 1 0 0;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1218,160,0 0 1 0 1;0 0 1 0 0;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
1219,203,0 0 1 0 1;0 0 1 0 0;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1220,138,0 0 1 0 1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1221,176,0 0 1 0 1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1222,191,0 0 1 0 1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1223,176,0 0 1 0 1;0 0 3 0 0;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
1224,394,0 0 1 0 1;0 0 3 0 0;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1225,191,0 0 1 0 1;0 0 3 0 0;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1226,197,0 0 1 0 1;0 0 3 0 0;0 0 0 0 0;1 1 1 0 3;-1 -1 -1 -1 0
1227,204,0 0 1 0 1;1 0 3 1 1;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1228,158,0 0 2 0 2;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1229,168,0 0 2 0 2;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
1230,158,0 0 2 0 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1231,165,0 0 2 0 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
1232,56,0 0 2 0 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
1233,121,0 0 2 0 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;1 1 1 1 0
1234,170,0 0 2 0 2;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
1235,168,0 0 2 0 2;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;1 1 1 1 0
1236,161,0 0 2 0 2;-1 0 0 -1 -1;1 1 0 1 1;0 0 0 0 2;0 0 0 0 0
1237,163,0 0 2 0 2;-1 0 0 -1 -1;1 1 0 1 1;0 0 0 0 2;1 1 1 1 0
1238,200,0 0 2 0 2;-1 0 0 -1 -1;1 1 0 1 1;1 1 1 0 4;-1 -1 -1 -1 0
1239,200,0 0 2 0 2;-1 0 0 -1 -1;1 1 0 1 1;1 1 1 0 4;0 0 0 0 0
1240,155,0 0 2 0 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
1241,82,0 0 2 0 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1242,19,0 0 2 0 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
1243,199,0 0 2 0 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
1244,251,0 0 2 0 2;-1 0 2 -1 -1;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
1245,553,0 0 2 0 2;-1 0 2 -1 -1;1 1 0 1 1;0 0 0 0 0;-1 -1 -1 -1 0
1246,255,0 0 2 0 2;-1 0 2 -1 -1;1 1 0 1 1;0 0 0 0 2;-1 -1 -1 -1 0
1247,158,0 0 2 0 2;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1248,135,0 0 2 0 2;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1249,554,0 0 2 0 2;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;1 1 1 1 0
1250,682,0 0 2 0 2;0 0 0 0 0;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
1251,138,0 0 2 0 2;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1252,141,0 0 2 0 2;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1253,19,0 0 2 0 2;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1254,268,0 0 2 0 2;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;1 1 1 1 0
1255,251,0 0 2 0 2;0 0 2 0 0;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
1256,122,0 0 2 0 2;0 0 2 0 0;-1 -1 0 -1 -1;1 1 1 0 4;1 1 1 1 0
1257,121,0 0 2 0 2;0 0 2 0 0;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
1258,170,0 0 2 0 2;0 0 2 0 0;0 0 0 0 0;-1 -1 -1 0 0;1 1 1 1 0
1259,205,0 0 2 0 2;0 0 2 0 0;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
1260,164,0 0 2 0 2;0 0 2 0 0;1 1 0 1 1;-1 -1 -1 0 0;1 1 1 1 0
1261,201,0 0 2 0 2;0 0 2 0 0;1 1 0 1 1;1 1 1 0 4;-1 -1 -1 -1 0
1262,170,0 0 2 0 2;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
1263,260,0 0 2 0 2;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;0 0 0 0 0
1264,683,0 0 2 0 2;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1265,260,0 0 2 0 2;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
1266,171,0 0 2 0 2;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 2;1 1 1 1 0
1267,189,0 0 2 0 2;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
1268,189,0 0 2 0 2;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 4;0 0 0 0 0
1269,170,0 0 2 0 2;1 0 4 1 1;0 0 0 0 0;-1 -1 -1 0 0;1 1 1 1 0
1270,189,0 0 2 0 2;1 0 4 1 1;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
1271,124,0 0 2 0 2;1 0 4 1 1;1 1 0 1 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1272,132,0 0 2 0 2;1 0 4 1 1;1 1 0 1 1;0 0 0 0 2;-1 -1 -1 -1 0
1273,247,0 0 3 0 3;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1274,247,0 0 3 0 3;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1275,223,0 0 3 0 3;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1276,107,0 0 3 0 3;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1277,107,0 0 3 0 3;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1278,141,0 0 3 0 3;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;2 2 2 2 0
1279,335,0 0 3 0 3;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1280,214,0 0 3 0 3;-1 0 -1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1281,247,0 0 3 0 3;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1282,107,0 0 3 0 3;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
